Sample	X2009_106	X2009_107	X2009_109	X2009_110	X2009_111	X2009_115	X2009_118	X2009_173	X2009_193	X2009_245	X2009_265	X2011_109	X2011_118	X2011_119	X2011_149	X2011_56	X2011_60	X2011_62	X2011_66	X2011_69	X2011_70	X2011_79	X2011_85	HU100_S17	HU101_S15	HU103_S22	HU107_S1	HU108_S18	HU109_S19	HU112_S2	HU113_S3	HU114_S27	HU115_S28	HU117_S4	HU118_S5	HU119_S20	HU122_S6	HU123_S7	HU124_S23	HU500_S8	HU502_S24	HU503_S9	HU504_S25	HU505_S21	HU506_S10	HU508_S26	HU537_S11	HU538_S12	HU539_S13	HU540_S14	HU99_S16
Polyketide.sugar.unit.biosynthesis	0.002267779	0.001999523	0.001848399	0.002077998	0.001964607	0.001802795	0.001992772	0.002280219	0.002188676	0.002073413	0.002174062	0.002193711	0.001979621	0.002160621	0.00206907	0.001876241	0.001808696	0.001637122	0.00173899	0.001812924	0.001580643	0.00176852	0.001928159	0.001252507	0.001367119	0.001681395	0.002547609	0.001283534	0.001714981	0.002641582	0.002024762	0.001619766	0.001342309	0.002094496	0.002319791	0.001303392	0.00193728	0.002305698	0.001478194	0.002103566	0.001479824	0.002167415	0.001647333	0.001754538	0.002307955	0.001653341	0.001762605	0.002159512	0.001952686	0.002054562	0.00146437
Steroid.biosynthesis	8.49E-06	6.21E-06	5.46E-06	2.60E-06	3.03E-05	7.85E-06	1.44E-06	5.88E-06	1.52E-05	1.06E-06	3.93E-06	6.92E-07	1.89E-05	2.85E-06	0	1.98E-06	7.56E-07	4.05E-07	2.57E-06	5.13E-07	3.42E-06	8.55E-06	1.73E-06	7.28E-08	0	9.31E-08	1.48E-07	2.30E-07	0	1.41E-07	8.56E-08	4.90E-06	2.83E-07	2.25E-06	9.72E-07	1.59E-06	2.11E-05	2.88E-06	2.38E-06	4.64E-06	0	5.60E-07	0	0	2.19E-06	2.12E-07	3.02E-06	1.18E-05	8.08E-07	2.55E-06	6.94E-08
Lysine.biosynthesis	0.003897118	0.003905224	0.00380772	0.0036224	0.003930441	0.003823273	0.003907579	0.00365741	0.003644028	0.003652027	0.003784884	0.003515148	0.003219361	0.003312744	0.003672475	0.003605653	0.00375392	0.003927905	0.004060667	0.003815348	0.004046927	0.004104944	0.003779413	0.003916254	0.004187821	0.004365541	0.004470917	0.003966309	0.004222532	0.00441671	0.004670404	0.003946883	0.004075473	0.004649105	0.004737866	0.003534544	0.004258009	0.00481072	0.004068518	0.004209141	0.004425135	0.003812097	0.003586435	0.003726307	0.004600795	0.003488	0.0041199	0.004727255	0.004562742	0.004630392	0.004342749
Ribosome	0.144888301	0.135693601	0.150360228	0.160147667	0.152166835	0.150565219	0.145866873	0.143916874	0.155381752	0.155929928	0.149841686	0.144008607	0.166330395	0.166434385	0.136438922	0.145096187	0.142961391	0.131046753	0.126921071	0.131868517	0.136104681	0.123669196	0.153245956	0.118323983	0.135537095	0.114344171	0.091570886	0.083107059	0.111404224	0.113049682	0.106418565	0.131213062	0.123643534	0.109455579	0.106570899	0.119976765	0.131171553	0.097364206	0.139244978	0.129889266	0.099416229	0.131642945	0.090123444	0.129664461	0.109289188	0.130900229	0.116323621	0.116670961	0.111276785	0.10228815	0.106237364
Valine..leucine.and.isoleucine.degradation	0.000648056	0.000694036	0.000874966	0.000798846	0.000890213	0.000737139	0.000782283	0.000645203	0.000812038	0.000736141	0.000665155	0.00083672	0.000822726	0.000884417	0.000789616	0.000839375	0.000849442	0.000799545	0.000845697	0.000841212	0.000809104	0.000689297	0.000782493	0.000850741	0.000680246	0.000802743	0.00056389	0.000945484	0.000757559	0.000607635	0.000619234	0.00087635	0.000938306	0.000523664	0.000539791	0.000936968	0.000646686	0.000480841	0.000849967	0.00063759	0.001060302	0.000594145	0.000943922	0.000809408	0.000522354	0.00098461	0.000612126	0.000565613	0.000649746	0.000526255	0.000679497
Cell.cycle...Caulobacter	0.013817362	0.013471571	0.014683975	0.015864944	0.01514473	0.014970867	0.013921018	0.014301516	0.015401315	0.014541767	0.015332458	0.015343075	0.016896647	0.015913299	0.015212686	0.013965494	0.013296808	0.012990729	0.013684974	0.013307818	0.014236621	0.013814546	0.014059456	0.013047063	0.014108419	0.01332953	0.01165639	0.011695437	0.011971744	0.012670746	0.013274346	0.012700257	0.012765919	0.013583404	0.01286119	0.011997391	0.013959456	0.013907236	0.014267738	0.014068547	0.013770126	0.013529446	0.010952226	0.012583607	0.013414909	0.013630258	0.013424074	0.013535722	0.013366464	0.0141777	0.014179625
RIG.I.like.receptor.signaling.pathway	2.10E-06	8.88E-06	8.74E-06	2.93E-06	9.92E-06	4.37E-06	1.34E-06	9.37E-06	3.60E-06	3.78E-06	7.69E-06	5.87E-06	9.00E-06	2.87E-06	1.08E-05	1.09E-05	1.50E-05	3.26E-05	4.59E-05	2.68E-05	1.52E-05	2.61E-05	1.26E-05	4.87E-06	4.65E-06	2.43E-06	1.74E-06	3.01E-05	2.95E-05	4.74E-06	3.95E-06	3.73E-05	8.77E-06	1.87E-06	2.23E-06	1.27E-05	9.71E-06	4.48E-07	7.97E-06	4.43E-06	1.49E-05	9.90E-06	7.48E-06	5.40E-06	1.02E-06	1.71E-05	1.28E-05	2.69E-06	2.32E-06	2.31E-06	2.92E-06
Nonribosomal.peptide.structures	7.95E-05	0.000115469	0.000194251	0.00020073	0.000143054	0.000138283	0.000123422	0.000103646	0.000118705	0.000108426	0.000106111	0.000117597	7.90E-05	0.000134219	0.000130475	0.000193205	0.000291614	0.000339497	0.000329182	0.000161939	0.00033142	0.00020108	0.000189731	0.000104686	4.82E-05	0.000111376	6.02E-05	6.55E-05	9.83E-05	4.76E-05	3.33E-05	6.43E-05	6.01E-05	6.34E-05	4.71E-05	8.58E-05	2.91E-05	3.00E-05	4.53E-05	7.69E-05	0.000254394	5.51E-05	1.34E-05	8.45E-05	2.98E-05	3.90E-05	4.01E-05	2.58E-05	2.26E-05	3.06E-05	4.81E-05
Cardiac.muscle.contraction	7.20E-06	1.47E-05	2.01E-05	1.28E-05	1.22E-05	2.26E-05	1.99E-05	8.46E-06	4.76E-05	3.18E-05	3.54E-05	4.55E-05	0.000167442	1.30E-05	1.34E-05	9.55E-06	7.17E-06	6.05E-06	9.89E-06	1.40E-05	1.08E-05	9.81E-06	1.68E-05	3.72E-06	1.48E-06	3.55E-06	2.76E-06	2.72E-05	4.18E-07	4.02E-06	1.09E-06	4.35E-06	4.52E-06	3.41E-06	1.76E-06	2.97E-06	4.10E-06	3.27E-06	2.11E-06	6.49E-07	1.04E-06	8.41E-05	1.02E-07	1.03E-05	3.21E-07	3.14E-06	6.17E-06	1.18E-06	2.85E-06	1.14E-06	6.75E-07
Sulfur.relay.system	0.004057287	0.004400694	0.004480286	0.004456084	0.004056348	0.004626254	0.00436887	0.004248298	0.004289763	0.004155411	0.00428147	0.003905705	0.004253121	0.00449701	0.004205632	0.004236773	0.0041326	0.003951838	0.00431793	0.004062837	0.003932171	0.004190194	0.004149049	0.005088553	0.005633723	0.004245487	0.004178263	0.004677367	0.00512013	0.004201281	0.004276975	0.004740311	0.004546325	0.004312605	0.004279524	0.005489905	0.004553439	0.00437996	0.004669015	0.00411415	0.004130124	0.004707231	0.005523387	0.003944548	0.003871734	0.004110654	0.004113212	0.004143336	0.004134981	0.005082915	0.004548407
Naphthalene.degradation	7.79E-05	7.83E-05	7.95E-05	7.96E-05	0.000100242	9.86E-05	7.82E-05	0.000100966	0.00010148	9.30E-05	9.36E-05	6.46E-05	0.000100369	8.98E-05	8.45E-05	7.47E-05	7.07E-05	7.99E-05	7.10E-05	8.70E-05	0.000143032	7.14E-05	7.73E-05	7.68E-05	9.34E-05	8.80E-05	6.23E-05	0.000128626	7.26E-05	5.10E-05	4.18E-05	0.000116002	0.000114398	6.12E-05	6.02E-05	0.000122416	9.00E-05	4.94E-05	9.31E-05	4.79E-05	0.000105417	6.92E-05	6.80E-05	7.27E-05	5.44E-05	9.80E-05	8.28E-05	7.46E-05	7.47E-05	6.62E-05	4.27E-05
Gastric.acid.secretion	1.45E-07	9.84E-07	5.31E-07	6.36E-07	7.80E-07	2.24E-07	1.34E-06	7.01E-07	7.79E-07	3.16E-06	7.06E-07	1.72E-06	1.84E-06	3.71E-05	7.87E-06	3.90E-06	8.16E-06	3.90E-06	3.57E-07	9.59E-06	6.46E-07	4.07E-07	5.78E-06	0	0	7.92E-09	0	0	0	0	0	0	0	0	0	0	4.05E-08	0	1.86E-08	0	1.00E-08	9.17E-09	6.44E-09	0	0	9.01E-09	0	0	3.67E-08	0	0
beta.Alanine.metabolism	0.00058546	0.000663591	0.00071303	0.00066303	0.000710814	0.000568016	0.000623168	0.000515345	0.000652815	0.000571916	0.000551955	0.00068358	0.00056088	0.000570834	0.000820719	0.000598919	0.000607469	0.000679712	0.000721728	0.000759746	0.000653803	0.000770221	0.000612225	0.000632225	0.000860993	0.000696648	0.000916838	0.000727791	0.000543199	0.00085272	0.000843571	0.000724516	0.000675048	0.000852865	0.000821397	0.000829875	0.000676239	0.000800724	0.000648557	0.000807378	0.000734628	0.000683289	0.000811006	0.00059263	0.000766821	0.000611061	0.000769038	0.000879764	0.000766401	0.000824674	0.000647024
Retinol.metabolism	4.64E-06	3.79E-06	1.42E-05	6.15E-06	1.87E-05	9.39E-06	6.69E-06	5.59E-06	5.23E-06	1.20E-05	6.94E-06	2.40E-06	5.06E-06	8.61E-06	7.45E-06	4.80E-06	5.13E-06	7.90E-06	7.62E-06	1.51E-05	5.86E-05	7.41E-06	4.53E-06	1.54E-05	1.10E-05	2.24E-05	1.99E-05	4.33E-05	6.47E-06	1.38E-05	1.11E-05	1.91E-05	1.77E-05	9.10E-06	1.51E-05	2.74E-05	1.10E-05	8.26E-06	1.60E-05	8.72E-06	3.05E-05	1.01E-05	3.05E-05	2.42E-05	6.63E-06	4.11E-05	9.37E-06	7.72E-06	9.39E-06	6.08E-06	9.66E-06
Two.component.system	0.008947598	0.009814976	0.010569416	0.009625376	0.010487753	0.010291539	0.009562899	0.010276504	0.009681949	0.009759743	0.009166043	0.011358373	0.010283746	0.009513218	0.012205215	0.010803368	0.01079673	0.012389982	0.01108815	0.011621367	0.012627658	0.011344697	0.010140913	0.01736863	0.014984606	0.016296812	0.020409043	0.030118037	0.014510723	0.015609817	0.01397139	0.014217273	0.014453431	0.014939637	0.01471904	0.022861134	0.013222447	0.015179614	0.013815817	0.013359348	0.018349909	0.015407117	0.028755337	0.013594417	0.013323278	0.014284599	0.014328747	0.012982811	0.012384097	0.014589069	0.018142139
Sulfur.metabolism	0.001487316	0.001484517	0.001494464	0.001240648	0.001468666	0.001734252	0.001532124	0.001789147	0.00124427	0.00133114	0.001376323	0.001536991	0.001245744	0.001120348	0.00186032	0.00136708	0.00144772	0.001570999	0.00154417	0.001604613	0.001406202	0.001845187	0.001478199	0.002038022	0.002949118	0.001564625	0.002680987	0.003746356	0.001991023	0.002230419	0.001875867	0.002370523	0.001843118	0.002327697	0.002139246	0.003087964	0.00170211	0.00247299	0.00156617	0.001734502	0.002338759	0.001721503	0.003875542	0.001700343	0.001877217	0.00150462	0.00228309	0.002043336	0.001862551	0.002420152	0.002063906
Regulation.of.autophagy	7.60E-08	1.54E-07	2.60E-07	8.66E-08	1.66E-07	0	2.89E-07	1.47E-07	1.33E-07	6.15E-07	1.08E-07	7.69E-08	7.08E-06	1.11E-05	2.51E-06	5.59E-07	8.66E-07	1.61E-06	1.43E-06	1.57E-06	1.93E-07	1.03E-07	1.20E-06	1.17E-06	0	0	6.28E-07	0	5.79E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D.Alanine.metabolism	0.000968644	0.001043751	0.001118581	0.00100696	0.00099696	0.00116092	0.001123858	0.000983841	0.000891255	0.001054375	0.001030356	0.000792983	0.000646809	0.000639387	0.001034754	0.000947996	0.001163165	0.00106726	0.001226808	0.001116049	0.00139952	0.001223733	0.000943924	0.001289745	0.001268738	0.001048936	0.001139569	0.001488822	0.001085686	0.001218192	0.001343939	0.001184829	0.00118181	0.001218806	0.001206308	0.001107288	0.001137429	0.001147193	0.001105047	0.001177717	0.000684983	0.001139391	0.000710949	0.000947879	0.001174667	0.001011336	0.001103388	0.001160064	0.001165961	0.000976048	0.001046688
Pentose.and.glucuronate.interconversions	0.005896392	0.006008024	0.005434998	0.005401975	0.005247334	0.005419183	0.005884187	0.006779331	0.005204198	0.0058337	0.005976903	0.005573974	0.005068641	0.005249625	0.005291576	0.005830206	0.005485946	0.006037885	0.006224678	0.006096109	0.004792732	0.006072639	0.005806437	0.004411487	0.003782466	0.005567195	0.006645401	0.006963274	0.006259073	0.005771203	0.006104087	0.004342433	0.00527727	0.005657323	0.006150912	0.005257645	0.004824213	0.006193908	0.00453032	0.005169919	0.005648339	0.005733686	0.008285288	0.005071345	0.006409327	0.004576438	0.005539918	0.005133497	0.005142452	0.006511975	0.005799078
Pyruvate.metabolism	0.006899623	0.007517685	0.006656913	0.006635496	0.00658726	0.007415806	0.006883358	0.007919922	0.0071426	0.00712761	0.007215924	0.006572699	0.006494656	0.006865601	0.007057408	0.00656549	0.006715225	0.006823041	0.006664794	0.007200972	0.006815639	0.007062204	0.006358892	0.008022188	0.009275769	0.008497732	0.006568746	0.008919634	0.00904875	0.007134571	0.007678244	0.008638636	0.008541679	0.006972151	0.006972735	0.008072436	0.00729481	0.006186257	0.00756858	0.00668985	0.009767821	0.006757318	0.008492473	0.007534104	0.006450429	0.007770389	0.007343742	0.006644322	0.007038034	0.007417936	0.008409485
B.cell.receptor.signaling.pathway	1.86E-07	4.11E-07	2.49E-07	4.96E-07	4.17E-07	1.80E-07	3.72E-07	2.26E-07	3.76E-07	1.23E-06	2.64E-07	5.12E-07	1.15E-06	1.60E-05	3.57E-06	1.46E-06	3.05E-06	1.23E-06	1.66E-07	3.63E-06	5.51E-07	4.06E-07	2.27E-06	0	0	0	0	0	0	0	0	1.25E-08	1.22E-08	0	0	0	2.29E-08	0	2.12E-08	0	0	5.17E-09	0	0	0	3.41E-08	0	1.32E-08	2.05E-08	0	0
Caffeine.metabolism	0	0	0	0	0	7.19E-07	0	0	0	0	0	0	2.12E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.16E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Endometrial.cancer	1.86E-07	4.11E-07	2.49E-07	4.96E-07	4.17E-07	1.80E-07	3.72E-07	2.26E-07	3.76E-07	1.23E-06	2.64E-07	5.12E-07	1.15E-06	1.60E-05	3.57E-06	1.46E-06	3.05E-06	1.23E-06	1.66E-07	3.63E-06	5.51E-07	4.06E-07	2.27E-06	0	0	0	0	0	0	0	0	1.25E-08	1.22E-08	0	0	0	2.29E-08	0	2.12E-08	0	0	5.17E-09	0	0	0	3.41E-08	0	1.32E-08	2.05E-08	0	0
Thyroid.cancer	2.28E-08	6.42E-08	2.05E-08	0	2.57E-08	1.54E-08	7.02E-08	4.41E-08	2.47E-08	1.27E-07	3.52E-08	1.09E-07	3.19E-07	1.67E-06	3.58E-07	2.31E-07	2.83E-07	1.27E-07	8.02E-08	4.12E-07	1.60E-07	1.41E-07	3.48E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12E-08	0	0	5.17E-09	0	0	0	0	0	0	1.03E-08	0	0
Circadian.rhythm...plant	3.04E-07	1.41E-06	7.29E-07	1.07E-06	1.16E-06	4.04E-07	2.35E-06	5.26E-07	1.29E-06	5.19E-06	6.67E-07	2.33E-06	3.10E-06	6.26E-05	1.32E-05	4.84E-06	1.34E-05	4.76E-06	6.88E-07	1.26E-05	5.95E-07	5.11E-07	7.99E-06	0	0	0	0	0	0	0	0	0	7.72E-08	0	0	0	8.05E-08	0	0	0	0	4.79E-08	0	0	0	0	0	0	0	0	0
Drug.metabolism...cytochrome.P450	7.23E-06	5.93E-06	2.82E-05	8.16E-06	2.27E-05	1.22E-05	7.77E-06	7.28E-06	7.74E-06	1.39E-05	9.73E-06	2.64E-06	5.86E-06	1.01E-05	1.76E-05	6.15E-06	8.00E-06	8.29E-06	8.27E-06	1.69E-05	6.05E-05	9.94E-06	4.81E-06	4.18E-05	1.67E-05	3.61E-05	7.43E-05	0.000142681	3.76E-06	2.56E-05	1.95E-05	2.62E-05	3.04E-05	1.92E-05	1.57E-05	9.28E-05	1.47E-05	1.78E-05	2.47E-05	8.00E-06	4.14E-05	2.36E-05	0.000104936	2.43E-05	1.14E-05	4.15E-05	1.44E-05	6.25E-06	9.69E-06	9.90E-06	1.00E-05
Tyrosine.metabolism	0.000545342	0.000527213	0.00057284	0.000514125	0.000544623	0.000570809	0.000592462	0.000494268	0.000511916	0.000567747	0.000534887	0.000422406	0.000454772	0.000447939	0.000500689	0.000518131	0.000608403	0.000597079	0.000687522	0.000598851	0.000661572	0.000604825	0.000519199	0.00073325	0.000421717	0.000565025	0.00054672	0.000876278	0.000700436	0.000557347	0.000598639	0.000510593	0.000567818	0.000580418	0.000527113	0.000866703	0.000515023	0.000650856	0.000533002	0.000442097	0.000594366	0.000509005	0.000745735	0.000429036	0.000592423	0.000435132	0.000518254	0.000529455	0.000575301	0.000490029	0.000500891
Pentose.phosphate.pathway	0.006568707	0.006752589	0.006037519	0.00602881	0.005955323	0.006389367	0.006450623	0.00700244	0.006245649	0.00645617	0.006661322	0.005998678	0.005877602	0.00558542	0.005724843	0.005945052	0.005894361	0.00590408	0.005916526	0.006024076	0.006331084	0.006111459	0.005832018	0.006424086	0.005459494	0.006213389	0.005877778	0.00609551	0.005671306	0.005566392	0.005898344	0.006138195	0.006370628	0.005714417	0.005655103	0.006170992	0.005974841	0.005569386	0.006277059	0.006060569	0.007274376	0.005834671	0.006354544	0.005993239	0.005681844	0.006441658	0.005877344	0.005561183	0.005637596	0.005730105	0.006578952
Rap1.signaling.pathway	9.53E-08	9.10E-07	1.96E-07	6.93E-07	3.20E-07	9.53E-08	7.77E-07	4.34E-07	3.98E-07	1.15E-06	5.55E-07	1.29E-06	2.27E-06	9.72E-06	2.68E-06	1.94E-06	3.68E-06	1.42E-06	7.69E-07	4.55E-06	1.27E-06	1.16E-06	2.75E-06	1.19E-07	1.27E-07	0	0	1.34E-08	2.92E-08	0	5.45E-08	2.31E-07	5.72E-07	3.51E-08	0	3.54E-08	0	1.64E-08	2.16E-07	1.64E-08	0	7.57E-08	0	3.43E-08	1.58E-08	7.06E-08	5.91E-07	1.64E-07	3.35E-07	4.93E-07	1.26E-08
Aldosterone.regulated.sodium.reabsorption	2.28E-08	6.42E-08	2.05E-08	0	2.57E-08	1.54E-08	7.02E-08	7.87E-06	5.68E-05	1.27E-07	3.52E-08	4.51E-05	1.55E-05	1.67E-06	1.50E-06	2.31E-07	2.83E-07	1.27E-07	8.02E-08	4.12E-07	1.60E-07	1.41E-07	3.48E-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12E-08	0	0	5.17E-09	0	0	0	0	0	0	1.03E-08	0	0
Prolactin.signaling.pathway	0.000126326	0.000137873	0.000102223	9.45E-05	0.00011043	0.00014802	0.00013048	0.000185472	0.000100291	0.000109901	0.000130912	0.000123124	9.69E-05	0.000104633	0.000123739	9.82E-05	0.000106872	0.000121835	0.000125202	0.00014399	0.000155128	0.000150497	8.86E-05	0.000227552	0.000295255	0.000235677	0.000120093	0.000227835	0.000337737	0.000166164	0.000206309	0.000201503	0.000200287	0.000199204	0.000179095	0.000191495	0.000168561	0.000165796	0.000184529	0.000153052	0.000189983	0.000123567	0.000146579	0.00021674	0.000128485	0.000173839	0.000170602	0.000158354	0.000176591	0.000217948	0.000271334
Tuberculosis	0.003240027	0.002729737	0.003245105	0.003920181	0.003587945	0.00324983	0.003039861	0.00393322	0.003767995	0.003472716	0.00407362	0.003348024	0.004311445	0.004268749	0.003099895	0.003211521	0.003181993	0.002967617	0.003035193	0.003456298	0.003021098	0.002774949	0.00301701	0.002584749	0.002667051	0.002623423	0.002084741	0.002137074	0.00260398	0.002233278	0.002440491	0.002754224	0.002836661	0.002338988	0.002316661	0.002351378	0.002634585	0.002187191	0.002748104	0.002347756	0.002177271	0.00265792	0.002031408	0.002613454	0.002227816	0.002542795	0.002660167	0.002339218	0.002596854	0.002398077	0.00261071
Glycosylphosphatidylinositol.GPI..anchor.biosynthesis	1.60E-06	0	1.92E-07	3.25E-07	3.11E-07	0	0	2.75E-07	0	1.07E-06	9.88E-07	2.54E-06	2.81E-05	2.98E-06	1.16E-06	2.55E-06	7.96E-07	8.79E-07	2.47E-06	6.92E-07	3.19E-06	2.26E-06	2.37E-06	2.43E-07	0	2.05E-07	0	2.46E-07	1.61E-07	0	0	7.10E-07	0	0	0	0	0	1.80E-07	0	6.03E-07	0	3.23E-07	0	0	0	0	6.08E-07	3.56E-07	0	0	1.70E-07
Atrazine.degradation	6.61E-05	0.000118688	0.000122522	7.78E-05	0.000131547	0.000114734	8.48E-05	0.000107813	7.38E-05	6.24E-05	8.33E-05	0.000165262	8.68E-05	0.000106115	0.000230764	0.000159552	0.000162309	0.000192165	0.00020084	0.000153384	0.000213042	0.000166816	0.000131803	0.000176656	9.29E-05	6.64E-05	6.58E-05	0.000110607	0.00018997	0.000109666	5.48E-05	0.000145757	0.000190415	8.30E-05	9.78E-05	0.000108793	0.00013773	6.25E-05	0.000117962	0.000142465	9.62E-05	0.000145281	3.38E-05	0.000151017	5.10E-05	0.000133741	8.48E-05	0.000120493	0.000122599	0.000107645	5.64E-05
Peptidoglycan.biosynthesis	0.009107148	0.008728016	0.009225622	0.008588414	0.008767317	0.008275147	0.009179069	0.007903101	0.008878262	0.008174289	0.00839803	0.008437999	0.008209654	0.008592687	0.008860072	0.008771639	0.008616192	0.009186004	0.01015693	0.008786296	0.00997031	0.010052394	0.009479135	0.010056515	0.009599845	0.009312539	0.01208777	0.010168544	0.008398821	0.010901009	0.010975361	0.009268018	0.009440113	0.011363528	0.011157524	0.008566668	0.010166988	0.011910794	0.009705271	0.011334221	0.00908187	0.010599705	0.010232078	0.009892928	0.011790957	0.009484825	0.010317662	0.011108435	0.011341362	0.010940851	0.009049015
NF.kappa.B.signaling.pathway	3.04E-07	1.41E-06	7.29E-07	1.07E-06	1.36E-06	4.04E-07	2.35E-06	5.26E-07	1.29E-06	5.19E-06	6.67E-07	2.33E-06	5.58E-06	6.27E-05	1.32E-05	4.84E-06	1.34E-05	4.76E-06	6.88E-07	1.26E-05	5.95E-07	5.11E-07	7.99E-06	3.24E-08	7.58E-08	3.72E-08	0	0	0	0	0	0	7.72E-08	0	0	0	8.05E-08	0	0	0	0	4.79E-08	0	0	5.31E-08	0	0	0	9.62E-08	0	4.24E-08
Biosynthesis.of.amino.acids	0.027199508	0.027570067	0.025405486	0.024338333	0.024441122	0.025827381	0.026442709	0.026951273	0.023930563	0.025202095	0.026267263	0.024426738	0.022206485	0.021277	0.024934725	0.02501167	0.026310219	0.027746667	0.028093458	0.027290746	0.026195529	0.028863491	0.025549455	0.024774767	0.027264661	0.027828886	0.027184294	0.025914937	0.029247776	0.028053362	0.029186866	0.025769328	0.025837118	0.028583007	0.028926348	0.023095451	0.02563943	0.028309205	0.024696384	0.025723681	0.027662158	0.024787771	0.023424504	0.025584731	0.027678744	0.024151377	0.027206949	0.027451908	0.026802653	0.028321352	0.029112382
Hippo.signaling.pathway...fly	1.07E-06	5.43E-06	3.00E-06	4.38E-06	4.21E-06	1.54E-06	6.69E-06	3.19E-06	5.74E-06	1.69E-05	3.40E-06	7.77E-06	1.23E-05	0.000205725	4.02E-05	1.84E-05	3.78E-05	1.67E-05	2.44E-06	3.64E-05	5.18E-06	2.84E-06	2.49E-05	1.45E-07	1.27E-07	0	4.98E-08	7.08E-08	2.92E-08	0	5.45E-08	4.18E-07	7.60E-07	3.51E-08	0	3.54E-08	1.42E-07	1.64E-08	4.03E-07	1.64E-08	0	2.28E-07	0	3.43E-08	8.34E-08	2.80E-07	6.39E-07	1.95E-07	4.19E-07	4.93E-07	1.26E-08
Adrenergic.signaling.in.cardiomyocytes	1.55E-06	5.97E-06	3.35E-06	5.50E-06	6.01E-06	1.99E-06	6.65E-06	3.07E-06	6.94E-06	1.82E-05	4.30E-06	9.92E-06	1.69E-05	0.000245936	4.99E-05	2.06E-05	4.55E-05	1.98E-05	1.87E-06	5.01E-05	4.36E-06	2.65E-06	3.19E-05	1.65E-07	2.27E-08	7.92E-09	0	2.62E-08	0	0	2.97E-08	1.10E-07	1.88E-07	3.43E-08	1.87E-08	0	7.32E-08	0	5.93E-08	8.04E-08	2.26E-07	2.29E-07	6.44E-09	0	2.32E-08	4.18E-08	9.71E-08	3.11E-08	9.75E-08	1.72E-08	7.81E-08
ABC.transporters	0.054134804	0.064273293	0.060712006	0.056012997	0.055810582	0.064233389	0.059016448	0.067635142	0.051310005	0.059507159	0.056701822	0.064248694	0.057116715	0.057380187	0.068269118	0.067947479	0.07051308	0.070482659	0.066867024	0.069779095	0.071730089	0.066391266	0.058887065	0.075254419	0.06954962	0.081734489	0.058800301	0.095072038	0.0887427	0.057395762	0.055588396	0.068814096	0.066980377	0.058164748	0.056937535	0.073945323	0.061001989	0.053606921	0.062773799	0.058349591	0.084522917	0.05407446	0.076510148	0.070869704	0.051132554	0.058623126	0.064195669	0.053664403	0.056428342	0.060591379	0.084218177
Prostate.cancer	0.000238234	0.000221578	0.000252542	0.000270625	0.00025418	0.000291695	0.000247719	0.000243022	0.00026243	0.000242218	0.00023963	0.000264478	0.00032533	0.00034202	0.000239902	0.00024977	0.000235697	0.000226563	0.000233737	0.000233618	0.000194811	0.000229752	0.000251185	0.000228953	0.000251248	0.000203431	0.000168337	0.000161862	0.000200555	0.000204549	0.000221533	0.000232194	0.000214894	0.000205472	0.000207362	0.000196544	0.000240811	0.000199223	0.00023601	0.000246107	0.000156592	0.000230955	0.000171674	0.000259252	0.000220219	0.000263891	0.000241879	0.000224681	0.000231584	0.000218899	0.000205836
Steroid.degradation	0	0	3.33E-06	0	5.56E-06	1.46E-07	0	0	1.83E-07	1.53E-06	0	0	0	2.02E-07	0	0	0	0	0	0	0	0	0	0	2.05E-06	8.00E-06	0	3.09E-05	1.74E-06	1.79E-06	0	4.04E-06	8.85E-06	4.64E-06	9.46E-07	5.80E-06	0	1.77E-06	0	0	0	0	0	0	0	0	0	0	1.74E-07	0	0
Glyoxylate.and.dicarboxylate.metabolism	0.00389355	0.004335709	0.003934383	0.003647251	0.003820355	0.003982051	0.003978995	0.003791556	0.00355542	0.003776172	0.003747911	0.004028204	0.003799449	0.003775083	0.004091318	0.004198218	0.003955323	0.004186263	0.004351038	0.004628071	0.003922227	0.004602109	0.003860321	0.003931627	0.003577917	0.004532858	0.003869847	0.004402643	0.00427681	0.003523523	0.00348351	0.003880163	0.003794323	0.003432962	0.003350306	0.004473705	0.003526385	0.003324415	0.003606456	0.003396931	0.005787358	0.003381501	0.005124493	0.00376259	0.003319182	0.004441428	0.003464109	0.003374033	0.003479343	0.003466176	0.004449838
Mismatch.repair	0.01013938	0.009305556	0.010195671	0.01071246	0.010555756	0.010956049	0.009952717	0.009853133	0.010235857	0.009614007	0.009888127	0.010677621	0.0114492	0.009968325	0.010853787	0.009858555	0.009328542	0.009360209	0.009924149	0.009468108	0.009973694	0.01027847	0.010457089	0.011448492	0.011500324	0.009368453	0.01083999	0.009907824	0.008844349	0.010593328	0.010750117	0.010051869	0.01077249	0.010887978	0.010519357	0.010866783	0.011239227	0.011028675	0.012665701	0.012790231	0.008807837	0.01178736	0.00876828	0.01058075	0.011294418	0.010929846	0.010979897	0.010943777	0.011566019	0.010447261	0.009954017
